,Ward,Wardcode,hhSocialRented,JobSeekers,Noqual,Carsperhousehold,Districtcode,Population2011Census,Crimerate,Openspace,District,GeneralFertilityRate,Malelifeexpectancy,Femalelifeexpectancy,Children,Greaterthan65,nonwhite,NotBorninUK,NotEnglishspeaking
4835, Alexandra,00APGA,9.0,3.4,8.0,1.0,00AP,11795,101.8,52.3,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4836, Alexandra,00APGB,28.4,8.5,17.3,0.6,00AP,13725,92.6,25.3,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4837, Alexandra,00APGC,28.2,15.3,22.5,0.5,00AP,14483,111.6,4.9,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4838, Alexandra,00APGD,10.2,3.4,6.4,0.7,00AP,12395,80.9,14.2,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4839, Alexandra,00APGE,11.2,3.5,9.2,0.9,00AP,12488,71.2,24.6,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4840, Alexandra,00APGF,13.9,9.3,14.0,0.5,00AP,13272,108.9,45.4,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4841, Alexandra,00APGG,11.1,3.3,6.4,0.8,00AP,11632,77.9,42.4,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4842, Alexandra,00APGH,29.5,8.6,13.8,0.6,00AP,12659,66.1,14.5,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4843, Alexandra,00APGJ,9.4,3.0,8.3,0.9,00AP,10784,81.0,31.2,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4844, Alexandra,00APGK,38.2,12.1,20.8,0.5,00AP,13939,247.3,11.5,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4845, Alexandra,00APGL,48.6,20.8,29.2,0.5,00AP,14429,124.1,23.0,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4846, Alexandra,00APGM,23.6,11.3,20.4,0.5,00AP,14638,91.5,20.0,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4847, Alexandra,00APGN,31.8,10.3,24.4,0.5,00AP,15968,95.2,23.4,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4848, Alexandra,00APGP,22.9,5.5,10.1,0.6,00AP,11758,69.9,24.6,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4849, Alexandra,00APGQ,39.2,12.7,22.7,0.4,00AP,14580,151.9,10.5,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4850, Alexandra,00APGR,39.2,11.8,24.7,0.5,00AP,15064,133.3,29.0,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4851, Alexandra,00APGS,36.0,12.0,23.9,0.5,00AP,13372,94.7,38.2,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4852, Alexandra,00APGT,48.7,14.4,30.0,0.6,00AP,13431,97.8,27.8,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4853, Alexandra,00APGU,23.2,9.2,20.0,0.6,00AP,14514,99.2,26.8,Haringey,65.8,79.2,83.5,21.610852055955895,9.9,20.5,26.8,8.5
4854, Crouch End,00APGA,9.0,3.4,8.0,1.0,00AP,11795,101.8,52.3,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4855, Crouch End,00APGB,28.4,8.5,17.3,0.6,00AP,13725,92.6,25.3,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4856, Crouch End,00APGC,28.2,15.3,22.5,0.5,00AP,14483,111.6,4.9,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4857, Crouch End,00APGD,10.2,3.4,6.4,0.7,00AP,12395,80.9,14.2,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4858, Crouch End,00APGE,11.2,3.5,9.2,0.9,00AP,12488,71.2,24.6,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4859, Crouch End,00APGF,13.9,9.3,14.0,0.5,00AP,13272,108.9,45.4,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4860, Crouch End,00APGG,11.1,3.3,6.4,0.8,00AP,11632,77.9,42.4,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4861, Crouch End,00APGH,29.5,8.6,13.8,0.6,00AP,12659,66.1,14.5,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4862, Crouch End,00APGJ,9.4,3.0,8.3,0.9,00AP,10784,81.0,31.2,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4863, Crouch End,00APGK,38.2,12.1,20.8,0.5,00AP,13939,247.3,11.5,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4864, Crouch End,00APGL,48.6,20.8,29.2,0.5,00AP,14429,124.1,23.0,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4865, Crouch End,00APGM,23.6,11.3,20.4,0.5,00AP,14638,91.5,20.0,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4866, Crouch End,00APGN,31.8,10.3,24.4,0.5,00AP,15968,95.2,23.4,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4867, Crouch End,00APGP,22.9,5.5,10.1,0.6,00AP,11758,69.9,24.6,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4868, Crouch End,00APGQ,39.2,12.7,22.7,0.4,00AP,14580,151.9,10.5,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4869, Crouch End,00APGR,39.2,11.8,24.7,0.5,00AP,15064,133.3,29.0,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4870, Crouch End,00APGS,36.0,12.0,23.9,0.5,00AP,13372,94.7,38.2,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4871, Crouch End,00APGT,48.7,14.4,30.0,0.6,00AP,13431,97.8,27.8,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4872, Crouch End,00APGU,23.2,9.2,20.0,0.6,00AP,14514,99.2,26.8,Haringey,59.1,78.1,82.3,15.8612343686971,8.9,18.0,29.2,7.6
4873, Fortis Green,00APGA,9.0,3.4,8.0,1.0,00AP,11795,101.8,52.3,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4874, Fortis Green,00APGB,28.4,8.5,17.3,0.6,00AP,13725,92.6,25.3,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4875, Fortis Green,00APGC,28.2,15.3,22.5,0.5,00AP,14483,111.6,4.9,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4876, Fortis Green,00APGD,10.2,3.4,6.4,0.7,00AP,12395,80.9,14.2,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4877, Fortis Green,00APGE,11.2,3.5,9.2,0.9,00AP,12488,71.2,24.6,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4878, Fortis Green,00APGF,13.9,9.3,14.0,0.5,00AP,13272,108.9,45.4,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4879, Fortis Green,00APGG,11.1,3.3,6.4,0.8,00AP,11632,77.9,42.4,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4880, Fortis Green,00APGH,29.5,8.6,13.8,0.6,00AP,12659,66.1,14.5,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4881, Fortis Green,00APGJ,9.4,3.0,8.3,0.9,00AP,10784,81.0,31.2,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4882, Fortis Green,00APGK,38.2,12.1,20.8,0.5,00AP,13939,247.3,11.5,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4883, Fortis Green,00APGL,48.6,20.8,29.2,0.5,00AP,14429,124.1,23.0,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4884, Fortis Green,00APGM,23.6,11.3,20.4,0.5,00AP,14638,91.5,20.0,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4885, Fortis Green,00APGN,31.8,10.3,24.4,0.5,00AP,15968,95.2,23.4,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4886, Fortis Green,00APGP,22.9,5.5,10.1,0.6,00AP,11758,69.9,24.6,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4887, Fortis Green,00APGQ,39.2,12.7,22.7,0.4,00AP,14580,151.9,10.5,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4888, Fortis Green,00APGR,39.2,11.8,24.7,0.5,00AP,15064,133.3,29.0,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4889, Fortis Green,00APGS,36.0,12.0,23.9,0.5,00AP,13372,94.7,38.2,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4890, Fortis Green,00APGT,48.7,14.4,30.0,0.6,00AP,13431,97.8,27.8,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4891, Fortis Green,00APGU,23.2,9.2,20.0,0.6,00AP,14514,99.2,26.8,Haringey,49.2,81.5,87.3,21.2764253683536,11.0,20.1,27.5,8.3
4892, Hornsey,00APGA,9.0,3.4,8.0,1.0,00AP,11795,101.8,52.3,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4893, Hornsey,00APGB,28.4,8.5,17.3,0.6,00AP,13725,92.6,25.3,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4894, Hornsey,00APGC,28.2,15.3,22.5,0.5,00AP,14483,111.6,4.9,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4895, Hornsey,00APGD,10.2,3.4,6.4,0.7,00AP,12395,80.9,14.2,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4896, Hornsey,00APGE,11.2,3.5,9.2,0.9,00AP,12488,71.2,24.6,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4897, Hornsey,00APGF,13.9,9.3,14.0,0.5,00AP,13272,108.9,45.4,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4898, Hornsey,00APGG,11.1,3.3,6.4,0.8,00AP,11632,77.9,42.4,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4899, Hornsey,00APGH,29.5,8.6,13.8,0.6,00AP,12659,66.1,14.5,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4900, Hornsey,00APGJ,9.4,3.0,8.3,0.9,00AP,10784,81.0,31.2,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4901, Hornsey,00APGK,38.2,12.1,20.8,0.5,00AP,13939,247.3,11.5,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4902, Hornsey,00APGL,48.6,20.8,29.2,0.5,00AP,14429,124.1,23.0,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4903, Hornsey,00APGM,23.6,11.3,20.4,0.5,00AP,14638,91.5,20.0,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4904, Hornsey,00APGN,31.8,10.3,24.4,0.5,00AP,15968,95.2,23.4,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4905, Hornsey,00APGP,22.9,5.5,10.1,0.6,00AP,11758,69.9,24.6,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4906, Hornsey,00APGQ,39.2,12.7,22.7,0.4,00AP,14580,151.9,10.5,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4907, Hornsey,00APGR,39.2,11.8,24.7,0.5,00AP,15064,133.3,29.0,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4908, Hornsey,00APGS,36.0,12.0,23.9,0.5,00AP,13372,94.7,38.2,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4909, Hornsey,00APGT,48.7,14.4,30.0,0.6,00AP,13431,97.8,27.8,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4910, Hornsey,00APGU,23.2,9.2,20.0,0.6,00AP,14514,99.2,26.8,Haringey,57.5,74.7,83.2,18.1293941069595,8.2,31.0,32.2,10.5
4911, Harringay,00APGA,9.0,3.4,8.0,1.0,00AP,11795,101.8,52.3,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4912, Harringay,00APGB,28.4,8.5,17.3,0.6,00AP,13725,92.6,25.3,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4913, Harringay,00APGC,28.2,15.3,22.5,0.5,00AP,14483,111.6,4.9,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4914, Harringay,00APGD,10.2,3.4,6.4,0.7,00AP,12395,80.9,14.2,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4915, Harringay,00APGE,11.2,3.5,9.2,0.9,00AP,12488,71.2,24.6,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4916, Harringay,00APGF,13.9,9.3,14.0,0.5,00AP,13272,108.9,45.4,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4917, Harringay,00APGG,11.1,3.3,6.4,0.8,00AP,11632,77.9,42.4,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4918, Harringay,00APGH,29.5,8.6,13.8,0.6,00AP,12659,66.1,14.5,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4919, Harringay,00APGJ,9.4,3.0,8.3,0.9,00AP,10784,81.0,31.2,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4920, Harringay,00APGK,38.2,12.1,20.8,0.5,00AP,13939,247.3,11.5,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4921, Harringay,00APGL,48.6,20.8,29.2,0.5,00AP,14429,124.1,23.0,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4922, Harringay,00APGM,23.6,11.3,20.4,0.5,00AP,14638,91.5,20.0,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4923, Harringay,00APGN,31.8,10.3,24.4,0.5,00AP,15968,95.2,23.4,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4924, Harringay,00APGP,22.9,5.5,10.1,0.6,00AP,11758,69.9,24.6,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4925, Harringay,00APGQ,39.2,12.7,22.7,0.4,00AP,14580,151.9,10.5,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4926, Harringay,00APGR,39.2,11.8,24.7,0.5,00AP,15064,133.3,29.0,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4927, Harringay,00APGS,36.0,12.0,23.9,0.5,00AP,13372,94.7,38.2,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4928, Harringay,00APGT,48.7,14.4,30.0,0.6,00AP,13431,97.8,27.8,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4929, Harringay,00APGU,23.2,9.2,20.0,0.6,00AP,14514,99.2,26.8,Haringey,64.0,78.4,81.8,14.7679324894515,7.5,34.5,49.2,24.3
4930, West Green,00APGA,9.0,3.4,8.0,1.0,00AP,11795,101.8,52.3,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4931, West Green,00APGB,28.4,8.5,17.3,0.6,00AP,13725,92.6,25.3,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4932, West Green,00APGC,28.2,15.3,22.5,0.5,00AP,14483,111.6,4.9,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4933, West Green,00APGD,10.2,3.4,6.4,0.7,00AP,12395,80.9,14.2,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4934, West Green,00APGE,11.2,3.5,9.2,0.9,00AP,12488,71.2,24.6,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4935, West Green,00APGF,13.9,9.3,14.0,0.5,00AP,13272,108.9,45.4,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4936, West Green,00APGG,11.1,3.3,6.4,0.8,00AP,11632,77.9,42.4,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4937, West Green,00APGH,29.5,8.6,13.8,0.6,00AP,12659,66.1,14.5,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4938, West Green,00APGJ,9.4,3.0,8.3,0.9,00AP,10784,81.0,31.2,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4939, West Green,00APGK,38.2,12.1,20.8,0.5,00AP,13939,247.3,11.5,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4940, West Green,00APGL,48.6,20.8,29.2,0.5,00AP,14429,124.1,23.0,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4941, West Green,00APGM,23.6,11.3,20.4,0.5,00AP,14638,91.5,20.0,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4942, West Green,00APGN,31.8,10.3,24.4,0.5,00AP,15968,95.2,23.4,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4943, West Green,00APGP,22.9,5.5,10.1,0.6,00AP,11758,69.9,24.6,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4944, West Green,00APGQ,39.2,12.7,22.7,0.4,00AP,14580,151.9,10.5,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4945, West Green,00APGR,39.2,11.8,24.7,0.5,00AP,15064,133.3,29.0,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4946, West Green,00APGS,36.0,12.0,23.9,0.5,00AP,13372,94.7,38.2,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4947, West Green,00APGT,48.7,14.4,30.0,0.6,00AP,13431,97.8,27.8,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4948, West Green,00APGU,23.2,9.2,20.0,0.6,00AP,14514,99.2,26.8,Haringey,65.0,75.6,86.2,19.7427460364942,9.5,47.8,54.6,25.9
4949, White Hart Lane,00APGA,9.0,3.4,8.0,1.0,00AP,11795,101.8,52.3,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4950, White Hart Lane,00APGB,28.4,8.5,17.3,0.6,00AP,13725,92.6,25.3,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4951, White Hart Lane,00APGC,28.2,15.3,22.5,0.5,00AP,14483,111.6,4.9,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4952, White Hart Lane,00APGD,10.2,3.4,6.4,0.7,00AP,12395,80.9,14.2,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4953, White Hart Lane,00APGE,11.2,3.5,9.2,0.9,00AP,12488,71.2,24.6,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4954, White Hart Lane,00APGF,13.9,9.3,14.0,0.5,00AP,13272,108.9,45.4,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4955, White Hart Lane,00APGG,11.1,3.3,6.4,0.8,00AP,11632,77.9,42.4,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4956, White Hart Lane,00APGH,29.5,8.6,13.8,0.6,00AP,12659,66.1,14.5,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4957, White Hart Lane,00APGJ,9.4,3.0,8.3,0.9,00AP,10784,81.0,31.2,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4958, White Hart Lane,00APGK,38.2,12.1,20.8,0.5,00AP,13939,247.3,11.5,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4959, White Hart Lane,00APGL,48.6,20.8,29.2,0.5,00AP,14429,124.1,23.0,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4960, White Hart Lane,00APGM,23.6,11.3,20.4,0.5,00AP,14638,91.5,20.0,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4961, White Hart Lane,00APGN,31.8,10.3,24.4,0.5,00AP,15968,95.2,23.4,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4962, White Hart Lane,00APGP,22.9,5.5,10.1,0.6,00AP,11758,69.9,24.6,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4963, White Hart Lane,00APGQ,39.2,12.7,22.7,0.4,00AP,14580,151.9,10.5,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4964, White Hart Lane,00APGR,39.2,11.8,24.7,0.5,00AP,15064,133.3,29.0,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4965, White Hart Lane,00APGS,36.0,12.0,23.9,0.5,00AP,13372,94.7,38.2,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4966, White Hart Lane,00APGT,48.7,14.4,30.0,0.6,00AP,13431,97.8,27.8,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4967, White Hart Lane,00APGU,23.2,9.2,20.0,0.6,00AP,14514,99.2,26.8,Haringey,73.0,74.2,79.0,27.4067455885638,8.4,52.5,44.6,19.2
4968, Bounds Green,00APGA,9.0,3.4,8.0,1.0,00AP,11795,101.8,52.3,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4969, Bounds Green,00APGB,28.4,8.5,17.3,0.6,00AP,13725,92.6,25.3,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4970, Bounds Green,00APGC,28.2,15.3,22.5,0.5,00AP,14483,111.6,4.9,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4971, Bounds Green,00APGD,10.2,3.4,6.4,0.7,00AP,12395,80.9,14.2,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4972, Bounds Green,00APGE,11.2,3.5,9.2,0.9,00AP,12488,71.2,24.6,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4973, Bounds Green,00APGF,13.9,9.3,14.0,0.5,00AP,13272,108.9,45.4,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4974, Bounds Green,00APGG,11.1,3.3,6.4,0.8,00AP,11632,77.9,42.4,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4975, Bounds Green,00APGH,29.5,8.6,13.8,0.6,00AP,12659,66.1,14.5,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4976, Bounds Green,00APGJ,9.4,3.0,8.3,0.9,00AP,10784,81.0,31.2,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4977, Bounds Green,00APGK,38.2,12.1,20.8,0.5,00AP,13939,247.3,11.5,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4978, Bounds Green,00APGL,48.6,20.8,29.2,0.5,00AP,14429,124.1,23.0,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4979, Bounds Green,00APGM,23.6,11.3,20.4,0.5,00AP,14638,91.5,20.0,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4980, Bounds Green,00APGN,31.8,10.3,24.4,0.5,00AP,15968,95.2,23.4,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4981, Bounds Green,00APGP,22.9,5.5,10.1,0.6,00AP,11758,69.9,24.6,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4982, Bounds Green,00APGQ,39.2,12.7,22.7,0.4,00AP,14580,151.9,10.5,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4983, Bounds Green,00APGR,39.2,11.8,24.7,0.5,00AP,15064,133.3,29.0,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4984, Bounds Green,00APGS,36.0,12.0,23.9,0.5,00AP,13372,94.7,38.2,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4985, Bounds Green,00APGT,48.7,14.4,30.0,0.6,00AP,13431,97.8,27.8,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4986, Bounds Green,00APGU,23.2,9.2,20.0,0.6,00AP,14514,99.2,26.8,Haringey,61.9,74.2,81.6,18.6739526411658,9.2,39.8,48.5,21.5
4987, Noel Park,00APGA,9.0,3.4,8.0,1.0,00AP,11795,101.8,52.3,Haringey,53.0,74.8,84.7,19.097496233589197,8.5,45.2,51.7,25.4
4988, Noel Park,00APGB,28.4,8.5,17.3,0.6,00AP,13725,92.6,25.3,Haringey,53.0,74.8,84.7,19.097496233589197,8.5,45.2,51.7,25.4
4989, Noel Park,00APGC,28.2,15.3,22.5,0.5,00AP,14483,111.6,4.9,Haringey,53.0,74.8,84.7,19.097496233589197,8.5,45.2,51.7,25.4
4990, Noel Park,00APGD,10.2,3.4,6.4,0.7,00AP,12395,80.9,14.2,Haringey,53.0,74.8,84.7,19.097496233589197,8.5,45.2,51.7,25.4
4991, Noel Park,00APGE,11.2,3.5,9.2,0.9,00AP,12488,71.2,24.6,Haringey,53.0,74.8,84.7,19.097496233589197,8.5,45.2,51.7,25.4
4992, Noel Park,00APGF,13.9,9.3,14.0,0.5,00AP,13272,108.9,45.4,Haringey,53.0,74.8,84.7,19.097496233589197,8.5,45.2,51.7,25.4
4993, Noel Park,00APGG,11.1,3.3,6.4,0.8,00AP,11632,77.9,42.4,Haringey,53.0,74.8,84.7,19.097496233589197,8.5,45.2,51.7,25.4
4994, Noel Park,00APGH,29.5,8.6,13.8,0.6,00AP,12659,66.1,14.5,Haringey,53.0,74.8,84.7,19.097496233589197,8.5,45.2,51.7,25.4
