,Ward,Wardcode,hhSocialRented,JobSeekers,Noqual,Carsperhousehold,Districtcode,Population2011Census,Crimerate,Openspace,District,GeneralFertilityRate,Malelifeexpectancy,Femalelifeexpectancy,Children,Greaterthan65,nonwhite,NotBorninUK,NotEnglishspeaking
2151, Cantelowes,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,46.0,77.2,82.5,16.1844863731656,9.1,31.9,35.9,12.6
2152, Cantelowes,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,46.0,77.2,82.5,16.1844863731656,9.1,31.9,35.9,12.6
2153, Cantelowes,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,46.0,77.2,82.5,16.1844863731656,9.1,31.9,35.9,12.6
2154, Cantelowes,00AGGW,16.5,2.9,9.0,0.6,00AG,12900,87.0,14.5,Camden,46.0,77.2,82.5,16.1844863731656,9.1,31.9,35.9,12.6
2155, Cantelowes,00AGGX,22.2,4.6,9.5,0.5,00AG,12060,97.6,8.8,Camden,46.0,77.2,82.5,16.1844863731656,9.1,31.9,35.9,12.6
2156, Frognal and Fitzjohns,00AGGD,19.6,3.3,8.4,0.6,00AG,12702,67.6,1.3,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2157, Frognal and Fitzjohns,00AGGE,28.6,4.2,7.8,0.2,00AG,10892,438.7,9.2,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2158, Frognal and Fitzjohns,00AGGF,30.5,5.4,11.7,0.5,00AG,12613,411.2,15.2,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2159, Frognal and Fitzjohns,00AGGG,40.3,6.2,13.9,0.4,00AG,11925,110.4,7.4,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2160, Frognal and Fitzjohns,00AGGH,16.7,5.0,9.2,0.6,00AG,11740,80.4,18.0,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2161, Frognal and Fitzjohns,00AGGJ,7.1,1.9,6.1,0.8,00AG,11986,65.2,5.7,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2162, Frognal and Fitzjohns,00AGGL,13.4,1.6,6.1,0.7,00AG,11270,111.0,54.2,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2163, Frognal and Fitzjohns,00AGGM,49.2,7.7,18.6,0.4,00AG,12364,118.8,8.2,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2164, Frognal and Fitzjohns,00AGGN,34.1,5.2,12.6,0.7,00AG,10955,92.1,65.2,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2165, Frognal and Fitzjohns,00AGGP,42.5,6.0,12.9,0.3,00AG,13023,480.3,7.5,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2166, Frognal and Fitzjohns,00AGGQ,33.3,5.6,13.6,0.4,00AG,13417,126.3,5.3,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2167, Frognal and Fitzjohns,00AGGR,42.1,8.0,17.4,0.4,00AG,12038,135.2,13.4,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2168, Frognal and Fitzjohns,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2169, Frognal and Fitzjohns,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2170, Frognal and Fitzjohns,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2171, Frognal and Fitzjohns,00AGGW,16.5,2.9,9.0,0.6,00AG,12900,87.0,14.5,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2172, Frognal and Fitzjohns,00AGGX,22.2,4.6,9.5,0.5,00AG,12060,97.6,8.8,Camden,55.6,80.0,85.6,17.912564658768602,14.0,25.8,48.5,14.6
2173, Kilburn,00AGGD,19.6,3.3,8.4,0.6,00AG,12702,67.6,1.3,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2174, Kilburn,00AGGE,28.6,4.2,7.8,0.2,00AG,10892,438.7,9.2,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2175, Kilburn,00AGGF,30.5,5.4,11.7,0.5,00AG,12613,411.2,15.2,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2176, Kilburn,00AGGG,40.3,6.2,13.9,0.4,00AG,11925,110.4,7.4,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2177, Kilburn,00AGGH,16.7,5.0,9.2,0.6,00AG,11740,80.4,18.0,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2178, Kilburn,00AGGJ,7.1,1.9,6.1,0.8,00AG,11986,65.2,5.7,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2179, Kilburn,00AGGL,13.4,1.6,6.1,0.7,00AG,11270,111.0,54.2,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2180, Kilburn,00AGGM,49.2,7.7,18.6,0.4,00AG,12364,118.8,8.2,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2181, Kilburn,00AGGN,34.1,5.2,12.6,0.7,00AG,10955,92.1,65.2,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2182, Kilburn,00AGGP,42.5,6.0,12.9,0.3,00AG,13023,480.3,7.5,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2183, Kilburn,00AGGQ,33.3,5.6,13.6,0.4,00AG,13417,126.3,5.3,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2184, Kilburn,00AGGR,42.1,8.0,17.4,0.4,00AG,12038,135.2,13.4,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2185, Kilburn,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2186, Kilburn,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2187, Kilburn,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2188, Kilburn,00AGGW,16.5,2.9,9.0,0.6,00AG,12900,87.0,14.5,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2189, Kilburn,00AGGX,22.2,4.6,9.5,0.5,00AG,12060,97.6,8.8,Camden,59.4,72.0,78.9,17.311845821565,11.2,40.1,47.9,18.7
2190, West Hampstead,00AGGD,19.6,3.3,8.4,0.6,00AG,12702,67.6,1.3,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2191, West Hampstead,00AGGE,28.6,4.2,7.8,0.2,00AG,10892,438.7,9.2,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2192, West Hampstead,00AGGF,30.5,5.4,11.7,0.5,00AG,12613,411.2,15.2,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2193, West Hampstead,00AGGG,40.3,6.2,13.9,0.4,00AG,11925,110.4,7.4,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2194, West Hampstead,00AGGH,16.7,5.0,9.2,0.6,00AG,11740,80.4,18.0,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2195, West Hampstead,00AGGJ,7.1,1.9,6.1,0.8,00AG,11986,65.2,5.7,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2196, West Hampstead,00AGGL,13.4,1.6,6.1,0.7,00AG,11270,111.0,54.2,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2197, West Hampstead,00AGGM,49.2,7.7,18.6,0.4,00AG,12364,118.8,8.2,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2198, West Hampstead,00AGGN,34.1,5.2,12.6,0.7,00AG,10955,92.1,65.2,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2199, West Hampstead,00AGGP,42.5,6.0,12.9,0.3,00AG,13023,480.3,7.5,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2200, West Hampstead,00AGGQ,33.3,5.6,13.6,0.4,00AG,13417,126.3,5.3,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2201, West Hampstead,00AGGR,42.1,8.0,17.4,0.4,00AG,12038,135.2,13.4,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2202, West Hampstead,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2203, West Hampstead,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2204, West Hampstead,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2205, West Hampstead,00AGGW,16.5,2.9,9.0,0.6,00AG,12900,87.0,14.5,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2206, West Hampstead,00AGGX,22.2,4.6,9.5,0.5,00AG,12060,97.6,8.8,Camden,55.6,77.9,83.0,12.545605306799299,8.4,30.5,43.3,13.9
2207, Haverstock,00AGGD,19.6,3.3,8.4,0.6,00AG,12702,67.6,1.3,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2208, Haverstock,00AGGE,28.6,4.2,7.8,0.2,00AG,10892,438.7,9.2,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2209, Haverstock,00AGGF,30.5,5.4,11.7,0.5,00AG,12613,411.2,15.2,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2210, Haverstock,00AGGG,40.3,6.2,13.9,0.4,00AG,11925,110.4,7.4,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2211, Haverstock,00AGGH,16.7,5.0,9.2,0.6,00AG,11740,80.4,18.0,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2212, Haverstock,00AGGJ,7.1,1.9,6.1,0.8,00AG,11986,65.2,5.7,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2213, Haverstock,00AGGL,13.4,1.6,6.1,0.7,00AG,11270,111.0,54.2,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2214, Haverstock,00AGGM,49.2,7.7,18.6,0.4,00AG,12364,118.8,8.2,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2215, Haverstock,00AGGN,34.1,5.2,12.6,0.7,00AG,10955,92.1,65.2,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2216, Haverstock,00AGGP,42.5,6.0,12.9,0.3,00AG,13023,480.3,7.5,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2217, Haverstock,00AGGQ,33.3,5.6,13.6,0.4,00AG,13417,126.3,5.3,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2218, Haverstock,00AGGR,42.1,8.0,17.4,0.4,00AG,12038,135.2,13.4,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2219, Haverstock,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2220, Haverstock,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2221, Haverstock,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2222, Haverstock,00AGGW,16.5,2.9,9.0,0.6,00AG,12900,87.0,14.5,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2223, Haverstock,00AGGX,22.2,4.6,9.5,0.5,00AG,12060,97.6,8.8,Camden,65.9,76.7,81.4,19.4920737625364,11.1,37.1,36.3,10.7
2224, Camden Town with Primrose Hill,00AGGD,19.6,3.3,8.4,0.6,00AG,12702,67.6,1.3,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2225, Camden Town with Primrose Hill,00AGGE,28.6,4.2,7.8,0.2,00AG,10892,438.7,9.2,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2226, Camden Town with Primrose Hill,00AGGF,30.5,5.4,11.7,0.5,00AG,12613,411.2,15.2,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2227, Camden Town with Primrose Hill,00AGGG,40.3,6.2,13.9,0.4,00AG,11925,110.4,7.4,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2228, Camden Town with Primrose Hill,00AGGH,16.7,5.0,9.2,0.6,00AG,11740,80.4,18.0,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2229, Camden Town with Primrose Hill,00AGGJ,7.1,1.9,6.1,0.8,00AG,11986,65.2,5.7,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2230, Camden Town with Primrose Hill,00AGGL,13.4,1.6,6.1,0.7,00AG,11270,111.0,54.2,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2231, Camden Town with Primrose Hill,00AGGM,49.2,7.7,18.6,0.4,00AG,12364,118.8,8.2,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2232, Camden Town with Primrose Hill,00AGGN,34.1,5.2,12.6,0.7,00AG,10955,92.1,65.2,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2233, Camden Town with Primrose Hill,00AGGP,42.5,6.0,12.9,0.3,00AG,13023,480.3,7.5,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2234, Camden Town with Primrose Hill,00AGGQ,33.3,5.6,13.6,0.4,00AG,13417,126.3,5.3,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2235, Camden Town with Primrose Hill,00AGGR,42.1,8.0,17.4,0.4,00AG,12038,135.2,13.4,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2236, Camden Town with Primrose Hill,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2237, Camden Town with Primrose Hill,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2238, Camden Town with Primrose Hill,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2239, Camden Town with Primrose Hill,00AGGW,16.5,2.9,9.0,0.6,00AG,12900,87.0,14.5,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2240, Camden Town with Primrose Hill,00AGGX,22.2,4.6,9.5,0.5,00AG,12060,97.6,8.8,Camden,56.3,79.6,84.4,15.373027828431,11.3,26.4,38.8,12.1
2241, Belsize,00AGGD,19.6,3.3,8.4,0.6,00AG,12702,67.6,1.3,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2242, Belsize,00AGGE,28.6,4.2,7.8,0.2,00AG,10892,438.7,9.2,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2243, Belsize,00AGGF,30.5,5.4,11.7,0.5,00AG,12613,411.2,15.2,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2244, Belsize,00AGGG,40.3,6.2,13.9,0.4,00AG,11925,110.4,7.4,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2245, Belsize,00AGGH,16.7,5.0,9.2,0.6,00AG,11740,80.4,18.0,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2246, Belsize,00AGGJ,7.1,1.9,6.1,0.8,00AG,11986,65.2,5.7,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2247, Belsize,00AGGL,13.4,1.6,6.1,0.7,00AG,11270,111.0,54.2,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2248, Belsize,00AGGM,49.2,7.7,18.6,0.4,00AG,12364,118.8,8.2,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2249, Belsize,00AGGN,34.1,5.2,12.6,0.7,00AG,10955,92.1,65.2,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2250, Belsize,00AGGP,42.5,6.0,12.9,0.3,00AG,13023,480.3,7.5,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2251, Belsize,00AGGQ,33.3,5.6,13.6,0.4,00AG,13417,126.3,5.3,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2252, Belsize,00AGGR,42.1,8.0,17.4,0.4,00AG,12038,135.2,13.4,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2253, Belsize,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2254, Belsize,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2255, Belsize,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2256, Belsize,00AGGW,16.5,2.9,9.0,0.6,00AG,12900,87.0,14.5,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2257, Belsize,00AGGX,22.2,4.6,9.5,0.5,00AG,12060,97.6,8.8,Camden,83.4,82.3,83.9,17.4460714848055,12.0,27.8,46.3,14.0
2258, Swiss Cottage,00AGGD,19.6,3.3,8.4,0.6,00AG,12702,67.6,1.3,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2259, Swiss Cottage,00AGGE,28.6,4.2,7.8,0.2,00AG,10892,438.7,9.2,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2260, Swiss Cottage,00AGGF,30.5,5.4,11.7,0.5,00AG,12613,411.2,15.2,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2261, Swiss Cottage,00AGGG,40.3,6.2,13.9,0.4,00AG,11925,110.4,7.4,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2262, Swiss Cottage,00AGGH,16.7,5.0,9.2,0.6,00AG,11740,80.4,18.0,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2263, Swiss Cottage,00AGGJ,7.1,1.9,6.1,0.8,00AG,11986,65.2,5.7,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2264, Swiss Cottage,00AGGL,13.4,1.6,6.1,0.7,00AG,11270,111.0,54.2,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2265, Swiss Cottage,00AGGM,49.2,7.7,18.6,0.4,00AG,12364,118.8,8.2,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2266, Swiss Cottage,00AGGN,34.1,5.2,12.6,0.7,00AG,10955,92.1,65.2,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2267, Swiss Cottage,00AGGP,42.5,6.0,12.9,0.3,00AG,13023,480.3,7.5,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2268, Swiss Cottage,00AGGQ,33.3,5.6,13.6,0.4,00AG,13417,126.3,5.3,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2269, Swiss Cottage,00AGGR,42.1,8.0,17.4,0.4,00AG,12038,135.2,13.4,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2270, Swiss Cottage,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2271, Swiss Cottage,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2272, Swiss Cottage,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2273, Swiss Cottage,00AGGW,16.5,2.9,9.0,0.6,00AG,12900,87.0,14.5,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2274, Swiss Cottage,00AGGX,22.2,4.6,9.5,0.5,00AG,12060,97.6,8.8,Camden,68.6,81.6,85.0,16.4883720930233,11.6,32.4,51.2,17.8
2275, Holborn and Covent Garden,00AGGD,19.6,3.3,8.4,0.6,00AG,12702,67.6,1.3,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2276, Holborn and Covent Garden,00AGGE,28.6,4.2,7.8,0.2,00AG,10892,438.7,9.2,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2277, Holborn and Covent Garden,00AGGF,30.5,5.4,11.7,0.5,00AG,12613,411.2,15.2,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2278, Holborn and Covent Garden,00AGGG,40.3,6.2,13.9,0.4,00AG,11925,110.4,7.4,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2279, Holborn and Covent Garden,00AGGH,16.7,5.0,9.2,0.6,00AG,11740,80.4,18.0,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2280, Holborn and Covent Garden,00AGGJ,7.1,1.9,6.1,0.8,00AG,11986,65.2,5.7,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2281, Holborn and Covent Garden,00AGGL,13.4,1.6,6.1,0.7,00AG,11270,111.0,54.2,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2282, Holborn and Covent Garden,00AGGM,49.2,7.7,18.6,0.4,00AG,12364,118.8,8.2,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2283, Holborn and Covent Garden,00AGGN,34.1,5.2,12.6,0.7,00AG,10955,92.1,65.2,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2284, Holborn and Covent Garden,00AGGP,42.5,6.0,12.9,0.3,00AG,13023,480.3,7.5,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2285, Holborn and Covent Garden,00AGGQ,33.3,5.6,13.6,0.4,00AG,13417,126.3,5.3,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2286, Holborn and Covent Garden,00AGGR,42.1,8.0,17.4,0.4,00AG,12038,135.2,13.4,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2287, Holborn and Covent Garden,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2288, Holborn and Covent Garden,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2289, Holborn and Covent Garden,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2290, Holborn and Covent Garden,00AGGW,16.5,2.9,9.0,0.6,00AG,12900,87.0,14.5,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2291, Holborn and Covent Garden,00AGGX,22.2,4.6,9.5,0.5,00AG,12060,97.6,8.8,Camden,40.3,75.6,82.8,12.8618597865315,9.4,39.8,45.6,16.3
2292, Kentish Town,00AGGD,19.6,3.3,8.4,0.6,00AG,12702,67.6,1.3,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2293, Kentish Town,00AGGE,28.6,4.2,7.8,0.2,00AG,10892,438.7,9.2,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2294, Kentish Town,00AGGF,30.5,5.4,11.7,0.5,00AG,12613,411.2,15.2,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2295, Kentish Town,00AGGG,40.3,6.2,13.9,0.4,00AG,11925,110.4,7.4,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2296, Kentish Town,00AGGH,16.7,5.0,9.2,0.6,00AG,11740,80.4,18.0,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2297, Kentish Town,00AGGJ,7.1,1.9,6.1,0.8,00AG,11986,65.2,5.7,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2298, Kentish Town,00AGGL,13.4,1.6,6.1,0.7,00AG,11270,111.0,54.2,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2299, Kentish Town,00AGGM,49.2,7.7,18.6,0.4,00AG,12364,118.8,8.2,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2300, Kentish Town,00AGGN,34.1,5.2,12.6,0.7,00AG,10955,92.1,65.2,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2301, Kentish Town,00AGGP,42.5,6.0,12.9,0.3,00AG,13023,480.3,7.5,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2302, Kentish Town,00AGGQ,33.3,5.6,13.6,0.4,00AG,13417,126.3,5.3,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2303, Kentish Town,00AGGR,42.1,8.0,17.4,0.4,00AG,12038,135.2,13.4,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2304, Kentish Town,00AGGS,46.1,7.5,12.1,0.2,00AG,11843,164.3,13.5,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2305, Kentish Town,00AGGT,48.0,6.7,17.5,0.4,00AG,13528,182.8,27.0,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
2306, Kentish Town,00AGGU,61.2,10.8,22.7,0.3,00AG,13818,120.8,13.5,Camden,55.2,73.5,78.4,15.800849668331198,9.6,28.4,34.2,10.4
